no;bagian;fungsi;nama;nopek;january_training;january_sertifikasi_kompetensi;january_mobile_learning;february_training;february_sertifikasi_kompetensi;february_mobile_learning;march_training;march_sertifikasi_kompetensi;march_mobile_learning;april_training;april_sertifikasi_kompetensi;april_mobile_learning;may_training;may_sertifikasi_kompetensi;may_mobile_learning;june_training;june_sertifikasi_kompetensi;june_mobile_learning;july_training;july_sertifikasi_kompetensi;july_mobile_learning;august_training;august_sertifikasi_kompetensi;august_mobile_learning;september_training;september_sertifikasi_kompetensi;september_mobile_learning;data_issue
1125;Workshop;Electrical & Instrument Maintenance;Employee_1125;ID1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1126;Workshop;Electrical & Instrument Maintenance;Employee_1126;ID1126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1127;Workshop;Electrical & Instrument Maintenance;Employee_1127;ID1127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1128;Workshop;Electrical & Instrument Maintenance;Employee_1128;ID1128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1129;Workshop;Electrical & Instrument Maintenance;Employee_1129;ID1129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1130;Workshop;Electrical & Instrument Maintenance;Employee_1130;ID1130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1131;Workshop;Electrical & Instrument Maintenance;Employee_1131;ID1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1132;Workshop;Electrical & Instrument Maintenance;Employee_1132;ID1132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1133;Workshop;Electrical & Instrument Maintenance;Employee_1133;ID1133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1134;Workshop;Electrical & Instrument Maintenance;Employee_1134;ID1134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1135;Workshop;Electrical & Instrument Maintenance;Employee_1135;ID1135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1136;Workshop;Electrical & Instrument Maintenance;Employee_1136;ID1136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1137;Workshop;Electrical & Instrument Maintenance;Employee_1137;ID1137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1138;Workshop;Electrical & Instrument Maintenance;Employee_1138;ID1138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1139;Workshop;Electrical & Instrument Maintenance;Employee_1139;ID1139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1140;Workshop;Electrical & Instrument Maintenance;Employee_1140;ID1140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1141;Workshop;Electrical & Instrument Maintenance;Employee_1141;ID1141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1142;Workshop;Electrical & Instrument Maintenance;Employee_1142;ID1142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1143;Workshop;Electrical & Instrument Maintenance;Employee_1143;ID1143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1144;Workshop;Electrical & Instrument Maintenance;Employee_1144;ID1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1145;Workshop;Electrical & Instrument Maintenance;Employee_1145;ID1145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1146;Workshop;Electrical & Instrument Maintenance;Employee_1146;ID1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1147;Workshop;Electrical & Instrument Maintenance;Employee_1147;ID1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1148;Workshop;Electrical & Instrument Maintenance;Employee_1148;ID1148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1149;Workshop;Electrical & Instrument Maintenance;Employee_1149;ID1149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1150;Turn Around;Shutdown & Major Maintenance;Employee_1150;ID1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1151;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1151;ID1151;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1152;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1152;ID1152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1153;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1153;ID1153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1154;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1154;ID1154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1155;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1155;ID1155;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1156;Turn Around Area-I;Shutdown & Major Maintenance;Employee_1156;ID1156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;FALSE
1157;Turn Around Area-II;Shutdown & Major Maintenance;Employee_1157;ID1157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
1158;Turn Around Area-II;Shutdown & Major Maintenance;Employee_1158;ID1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1159;Turn Around Area-II;Shutdown & Major Maintenance;Employee_1159;ID1159;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1160;Turn Around Area-II;Shutdown & Major Maintenance;Employee_1160;ID1160;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1161;Turn Around Area-II;Shutdown & Major Maintenance;Employee_1161;ID1161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1162;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1162;ID1162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
1163;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1163;ID1163;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1164;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1164;ID1164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1165;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1165;ID1165;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;FALSE
1166;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1166;ID1166;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1167;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1167;ID1167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1168;Equipment Overhaul;Shutdown & Major Maintenance;Employee_1168;ID1168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1169;Scheduling Material & Service Support;Shutdown & Major Maintenance;Employee_1169;ID1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1170;Scheduling Material & Service Support;Shutdown & Major Maintenance;Employee_1170;ID1170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1171;Scheduling Material & Service Support;Shutdown & Major Maintenance;Employee_1171;ID1171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1172;Scheduling Material & Service Support;Shutdown & Major Maintenance;Employee_1172;ID1172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1173;Engineering & Development;Engineering & Innovation;Employee_1173;ID1173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1174;Engineering & Development;Engineering & Innovation;Employee_1174;ID1174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
1175;Engineering & Development;Engineering & Innovation;Employee_1175;ID1175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1176;Laboratory;Engineering & Innovation;Employee_1176;ID1176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
1177;Laboratory;Engineering & Innovation;Employee_1177;ID1177;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;FALSE
1178;Laboratory;Engineering & Innovation;Employee_1178;ID1178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;FALSE
1179;Laboratory;Engineering & Innovation;Employee_1179;ID1179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;FALSE
1180;Laboratory;Engineering & Innovation;Employee_1180;ID1180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1181;Laboratory;Engineering & Innovation;Employee_1181;ID1181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1182;Laboratory;Engineering & Innovation;Employee_1182;ID1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1183;Laboratory;Engineering & Innovation;Employee_1183;ID1183;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1184;Laboratory;Engineering & Innovation;Employee_1184;ID1184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1185;Laboratory;Engineering & Innovation;Employee_1185;ID1185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1186;Laboratory;Engineering & Innovation;Employee_1186;ID1186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1187;Laboratory;Engineering & Innovation;Employee_1187;ID1187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1188;Laboratory;Engineering & Innovation;Employee_1188;ID1188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1189;Laboratory;Engineering & Innovation;Employee_1189;ID1189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1190;Laboratory;Engineering & Innovation;Employee_1190;ID1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1191;Laboratory;Engineering & Innovation;Employee_1191;ID1191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1192;Laboratory;Engineering & Innovation;Employee_1192;ID1192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;FALSE
1193;Laboratory;Engineering & Innovation;Employee_1193;ID1193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1194;Laboratory;Engineering & Innovation;Employee_1194;ID1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1195;Laboratory;Engineering & Innovation;Employee_1195;ID1195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1196;Laboratory;Engineering & Innovation;Employee_1196;ID1196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1197;Laboratory;Engineering & Innovation;Employee_1197;ID1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1198;Laboratory;Engineering & Innovation;Employee_1198;ID1198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1199;Laboratory;Engineering & Innovation;Employee_1199;ID1199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1200;Laboratory;Engineering & Innovation;Employee_1200;ID1200;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1201;Laboratory;Engineering & Innovation;Employee_1201;ID1201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1202;Laboratory;Engineering & Innovation;Employee_1202;ID1202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1203;Laboratory;Engineering & Innovation;Employee_1203;ID1203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1204;Laboratory;Engineering & Innovation;Employee_1204;ID1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1205;Laboratory;Engineering & Innovation;Employee_1205;ID1205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1206;Laboratory;Engineering & Innovation;Employee_1206;ID1206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;FALSE
1207;Laboratory;Engineering & Innovation;Employee_1207;ID1207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
1208;Laboratory;Engineering & Innovation;Employee_1208;ID1208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;FALSE
1209;Laboratory;Engineering & Innovation;Employee_1209;ID1209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1210;Laboratory;Engineering & Innovation;Employee_1210;ID1210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1211;Laboratory;Engineering & Innovation;Employee_1211;ID1211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1212;Laboratory;Engineering & Innovation;Employee_1212;ID1212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1213;Laboratory;Engineering & Innovation;Employee_1213;ID1213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1214;Laboratory;Engineering & Innovation;Employee_1214;ID1214;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1215;Laboratory;Engineering & Innovation;Employee_1215;ID1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1216;Laboratory;Engineering & Innovation;Employee_1216;ID1216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1217;Laboratory;Engineering & Innovation;Employee_1217;ID1217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1218;Laboratory;Engineering & Innovation;Employee_1218;ID1218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1219;Laboratory;Engineering & Innovation;Employee_1219;ID1219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1220;Laboratory;Engineering & Innovation;Employee_1220;ID1220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1221;Laboratory;Engineering & Innovation;Employee_1221;ID1221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1222;Laboratory;Engineering & Innovation;Employee_1222;ID1222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1223;Laboratory;Engineering & Innovation;Employee_1223;ID1223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1224;Laboratory;Engineering & Innovation;Employee_1224;ID1224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1225;Laboratory;Engineering & Innovation;Employee_1225;ID1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1226;Laboratory;Engineering & Innovation;Employee_1226;ID1226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1227;Laboratory;Engineering & Innovation;Employee_1227;ID1227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1228;Laboratory;Engineering & Innovation;Employee_1228;ID1228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1229;Laboratory;Engineering & Innovation;Employee_1229;ID1229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1230;Laboratory;Engineering & Innovation;Employee_1230;ID1230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1231;Laboratory;Engineering & Innovation;Employee_1231;ID1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1232;Laboratory;Engineering & Innovation;Employee_1232;ID1232;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;FALSE
1233;Laboratory;Engineering & Innovation;Employee_1233;ID1233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;FALSE
1234;Laboratory;Engineering & Innovation;Employee_1234;ID1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1235;Laboratory;Engineering & Innovation;Employee_1235;ID1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;FALSE
1236;Laboratory;Engineering & Innovation;Employee_1236;ID1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1237;Laboratory;Engineering & Innovation;Employee_1237;ID1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1238;Laboratory;Engineering & Innovation;Employee_1238;ID1238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1239;Laboratory;Engineering & Innovation;Employee_1239;ID1239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
1240;Laboratory;Engineering & Innovation;Employee_1240;ID1240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1241;Laboratory;Engineering & Innovation;Employee_1241;ID1241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1242;Laboratory;Engineering & Innovation;Employee_1242;ID1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1243;Laboratory;Engineering & Innovation;Employee_1243;ID1243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1244;Laboratory;Engineering & Innovation;Employee_1244;ID1244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1245;Laboratory;Engineering & Innovation;Employee_1245;ID1245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1246;Laboratory;Engineering & Innovation;Employee_1246;ID1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1247;Laboratory;Engineering & Innovation;Employee_1247;ID1247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1248;Laboratory;Engineering & Innovation;Employee_1248;ID1248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1249;Laboratory;Engineering & Innovation;Employee_1249;ID1249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1250;Laboratory;Engineering & Innovation;Employee_1250;ID1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1251;Laboratory;Engineering & Innovation;Employee_1251;ID1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;FALSE
1252;Laboratory;Engineering & Innovation;Employee_1252;ID1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;FALSE
1253;Laboratory;Engineering & Innovation;Employee_1253;ID1253;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1254;Laboratory;Engineering & Innovation;Employee_1254;ID1254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1255;Laboratory;Engineering & Innovation;Employee_1255;ID1255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1256;Laboratory;Engineering & Innovation;Employee_1256;ID1256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1257;Laboratory;Engineering & Innovation;Employee_1257;ID1257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1258;Laboratory;Engineering & Innovation;Employee_1258;ID1258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1259;Laboratory;Engineering & Innovation;Employee_1259;ID1259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
1260;Laboratory;Engineering & Innovation;Employee_1260;ID1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1261;Laboratory;Engineering & Innovation;Employee_1261;ID1261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1262;Laboratory;Engineering & Innovation;Employee_1262;ID1262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1263;Laboratory;Engineering & Innovation;Employee_1263;ID1263;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1264;Laboratory;Engineering & Innovation;Employee_1264;ID1264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1265;Laboratory;Engineering & Innovation;Employee_1265;ID1265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;FALSE
1266;Laboratory;Engineering & Innovation;Employee_1266;ID1266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1267;Laboratory;Engineering & Innovation;Employee_1267;ID1267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1268;Laboratory;Engineering & Innovation;Employee_1268;ID1268;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;FALSE
1269;Laboratory;Engineering & Innovation;Employee_1269;ID1269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1270;Laboratory;Engineering & Innovation;Employee_1270;ID1270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1271;Process Engineering Area I;Engineering & Innovation;Employee_1271;ID1271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1272;Process Engineering Area I;Engineering & Innovation;Employee_1272;ID1272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
1273;Process Engineering Area I;Engineering & Innovation;Employee_1273;ID1273;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
