no,nama_pekerja,id_pekerja,bagian,fungsi,start_date,end_date,bulan,lokasi,dur,training_id,nama_pelatihan,layering,gender,sumber_data,educational_establishment,skill_group,jenis_pelatihan,valid_for_'year,expire_date,month_ed,year_ed,status,nama_lembaga/provider_sertifikasi,tgl_terima__sertifikat,data_issue
1372,Employee_0266,ID0266,Oil Movement 70,Processing Line A,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1373,Employee_0374,ID0374,LOC II,Processing Line B,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1374,Employee_0424,ID0424,LOC III,Processing Line B,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1375,Employee_0445,ID0445,LOC III,Processing Line B,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1376,Employee_0467,ID0467,Paraxylene,Processing Line B,2025-06-30,2025-07-02,June,Bandung,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1377,Employee_0468,ID0468,Paraxylene,Processing Line B,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1378,Employee_0538,ID0538,RFCC,Processing Line C,2025-06-30,2025-07-02,June,Bandung,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1379,Employee_0614,ID0614,Utilities RFCC,Processing Line C,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1380,Employee_0423,ID0423,LOC III,Processing Line B,2025-06-30,2025-07-02,June,Palembang,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1381,Employee_0684,ID0684,GTO RFCC,Processing Line C,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1382,Employee_1008,ID1008,Maintenance Area 4,Mechanical Maintenance Team,2025-06-30,2025-07-02,June,Yogyakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1383,Employee_1316,ID1316,Project Engineering,Engineering & Innovation,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1384,Employee_1165,ID1165,Equipment Overhaul,Shutdown & Major Maintenance,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1385,Employee_0858,ID0858,Planning & Scheduling,Maintenance Strategy & Planning,2025-06-30,2025-07-02,June,Purwokerto,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Female,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1386,Employee_0986,ID0986,Maintenance Area 3,Mechanical Maintenance Team,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1387,Employee_1026,ID1026,Maintenance Area 4,Mechanical Maintenance Team,2025-06-30,2025-07-02,June,Cilacap,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1388,Employee_0731,ID0731,Utilities,Processing Line C,2025-06-30,2025-07-02,June,Purwokerto,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1389,Employee_1309,ID1309,Project Engineering,Engineering & Innovation,2025-06-30,2025-07-02,June,Yogyakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1390,Employee_1415,ID1415,Inventory Control,Supply Chain & Procurement,2025-06-30,2025-07-02,June,Jakarta,3,4725,Process Safety Asset Integrity Management System (PSAIMS) Intermediate,Staff,Female,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-02,7,2025,Aktif,NULL,NULL,False
1391,Employee_0762,ID0762,Utilities,Processing Line C,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1392,Employee_0498,ID0498,Paraxylene,Processing Line B,2025-06-16,2025-06-18,June,Surabaya,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1393,Employee_1092,ID1092,Maintenance Area 7,Electrical & Instrument Maintenance,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1394,Employee_0960,ID0960,Maintenance Area 2,Mechanical Maintenance Team,2025-06-16,2025-06-18,June,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1395,Employee_1436,ID1436,Warehousing,Supply Chain & Procurement,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1396,Employee_0610,ID0610,Utilities RFCC,Processing Line C,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Female,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1397,Employee_0024,ID0024,Fuel Oil Complex I,Processing Line A,2025-06-16,2025-06-18,June,Semarang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1398,Employee_1087,ID1087,Maintenance Area 6,Electrical & Instrument Maintenance,2025-06-16,2025-06-18,June,Surabaya,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1399,Employee_0961,ID0961,Maintenance Area 2,Mechanical Maintenance Team,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1400,Employee_1005,ID1005,Maintenance Area 3,Mechanical Maintenance Team,2025-06-16,2025-06-18,June,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1401,Employee_1071,ID1071,Maintenance Area 6,Electrical & Instrument Maintenance,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1402,Employee_1016,ID1016,Maintenance Area 4,Mechanical Maintenance Team,2025-06-16,2025-06-18,June,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1403,Employee_1120,ID1120,Workshop,Electrical & Instrument Maintenance,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1404,Employee_0935,ID0935,General Maintenance,Mechanical Maintenance Team,2025-06-16,2025-06-18,June,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1405,Employee_1039,ID1039,Maintenance Area 5,Electrical & Instrument Maintenance,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1406,Employee_1435,ID1435,Warehousing,Supply Chain & Procurement,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1407,Employee_0895,ID0895,Electrical & Instrument  Inspection,Maintenance Strategy & Planning,2025-06-16,2025-06-18,June,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1408,Employee_1302,ID1302,Process Engineering Area II,Engineering & Innovation,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Female,SAP,Training,engineering Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1409,Employee_1305,ID1305,Project Engineering,Engineering & Innovation,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1410,Employee_0856,ID0856,Planning & Scheduling,Maintenance Strategy & Planning,2025-06-16,2025-06-18,June,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1411,Employee_0871,ID0871,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-06-16,2025-06-18,June,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1412,Employee_0132,ID0132,Fuel Oil Complex II,Processing Line A,2025-06-16,2025-06-18,June,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1413,Employee_1386,ID1386,Safety,"Health, Safety & Environment",2025-06-16,2025-06-18,June,Cirebon,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,HSSE Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1414,Employee_0275,ID0275,Oil Movement 70,Processing Line A,2025-06-16,2025-06-18,June,Malaysia,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1415,Employee_0332,ID0332,LOC I,Processing Line B,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1416,Employee_0345,ID0345,LOC I,Processing Line B,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1417,Employee_0446,ID0446,LOC III,Processing Line B,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1418,Employee_0441,ID0441,LOC III,Processing Line B,2025-06-16,2025-06-18,June,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1419,Employee_0491,ID0491,Paraxylene,Processing Line B,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1420,Employee_0556,ID0556,RFCC,Processing Line C,2025-06-16,2025-06-18,June,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1421,Employee_0549,ID0549,RFCC,Processing Line C,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1422,Employee_0687,ID0687,GTO RFCC,Processing Line C,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1423,Employee_1285,ID1285,Process Engineering Area I,Engineering & Innovation,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1424,Employee_0722,ID0722,Utilities,Processing Line C,2025-06-16,2025-06-18,June,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1425,Employee_0065,ID0065,Fuel Oil Complex II,Processing Line A,2025-06-16,2025-06-18,June,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1426,Employee_0248,ID0248,Oil Movement 70,Processing Line A,2025-06-16,2025-06-18,June,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-06-18,6,2025,Aktif,NULL,NULL,False
1427,Employee_1288,ID1288,Process Engineering Area II,Engineering & Innovation,2025-07-07,2025-07-08,July,Semarang,2,4633,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-08,7,2025,Aktif,NULL,NULL,False
1428,Employee_1344,ID1344,OPI,Operational Performance Improvement,2025-07-07,2025-07-08,July,Semarang,2,4633,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-08,7,2025,Aktif,NULL,NULL,False
1429,Employee_1413,ID1413,Inventory Control,Supply Chain & Procurement,2025-07-21,2025-07-22,July,Cilacap,2,4633,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1430,Employee_0006,ID0006,Operation & Manufacturing,Operations & Process Management,2025-07-21,2025-07-22,July,Purwokerto,2,4633,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1431,Employee_1251,ID1251,Laboratory,Engineering & Innovation,2025-07-21,2025-07-22,July,Jakarta,2,4633,Advance Safety for Refinery,Sr. Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1432,Employee_1414,ID1414,Inventory Control,Supply Chain & Procurement,2025-07-03,2025-07-04,July,Jakarta,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1433,Employee_1343,ID1343,OPI,Operational Performance Improvement,2025-07-03,2025-07-04,July,Purwokerto,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1434,Employee_1323,ID1323,Energy Con & Loss Control,Engineering & Innovation,2025-07-03,2025-07-04,July,Bandung,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1435,Employee_0057,ID0057,Fuel Oil Complex II,Processing Line A,2025-07-03,2025-07-04,July,Semarang,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1436,Employee_0099,ID0099,Fuel Oil Complex II,Processing Line A,2025-07-03,2025-07-04,July,Cilacap,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1437,Employee_0699,ID0699,GTO RFCC,Processing Line C,2025-07-03,2025-07-04,July,Palembang,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1438,Employee_1008,ID1008,Maintenance Area 4,Mechanical Maintenance Team,2025-07-03,2025-07-04,July,Jakarta,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1439,Employee_1165,ID1165,Equipment Overhaul,Shutdown & Major Maintenance,2025-07-03,2025-07-04,July,Purwokerto,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1440,Employee_0858,ID0858,Planning & Scheduling,Maintenance Strategy & Planning,2025-07-03,2025-07-04,July,Bandung,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Female,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1441,Employee_1338,ID1338,Equipment Reliability,Asset Reliability Management,2025-07-03,2025-07-04,July,Jakarta,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1442,Employee_1208,ID1208,Laboratory,Engineering & Innovation,2025-07-03,2025-07-04,July,Jakarta,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1443,Employee_1206,ID1206,Laboratory,Engineering & Innovation,2025-07-03,2025-07-04,July,Jakarta,2,6320,Emergency Response Preparedness (ERP)  level Intermediate,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1444,Employee_0086,ID0086,Fuel Oil Complex II,Processing Line A,2025-07-09,2025-07-10,July,Palembang,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1445,Employee_0694,ID0694,GTO RFCC,Processing Line C,2025-07-09,2025-07-10,July,Semarang,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1446,Employee_0055,ID0055,Fuel Oil Complex I,Processing Line A,2025-07-09,2025-07-10,July,Semarang,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1447,Employee_0130,ID0130,Fuel Oil Complex II,Processing Line A,2025-07-21,2025-07-22,July,Purwokerto,2,0071,First Aider Level 2,Jr. Staff,Female,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1448,Employee_0406,ID0406,LOC II,Processing Line B,2025-07-21,2025-07-22,July,Jakarta,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1449,Employee_0460,ID0460,LOC III,Processing Line B,2025-07-21,2025-07-22,July,Jakarta,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1450,Employee_0584,ID0584,RFCC,Processing Line C,2025-07-21,2025-07-22,July,Bandung,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1451,Employee_0704,ID0704,GTO RFCC,Processing Line C,2025-07-21,2025-07-22,July,Semarang,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1452,Employee_0736,ID0736,Utilities,Processing Line C,2025-07-21,2025-07-22,July,Jakarta,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1453,Employee_0033,ID0033,Fuel Oil Complex I,Processing Line A,2025-07-21,2025-07-22,July,Jakarta,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1454,Employee_0649,ID0649,Utilities RFCC,Processing Line C,2025-07-21,2025-07-22,July,Cilacap,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-22,7,2025,Aktif,NULL,NULL,False
1455,Employee_1418,ID1418,Inventory Control,Supply Chain & Procurement,2025-07-30,2025-07-31,July,Semarang,2,0071,First Aider Level 2,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1456,Employee_0610,ID0610,Utilities RFCC,Processing Line C,2025-07-30,2025-07-31,July,Cilacap,2,0071,First Aider Level 2,Jr. Staff,Female,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1457,Employee_1435,ID1435,Warehousing,Supply Chain & Procurement,2025-07-30,2025-07-31,July,Cilacap,2,0071,First Aider Level 2,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1458,Employee_1302,ID1302,Process Engineering Area II,Engineering & Innovation,2025-07-30,2025-07-31,July,Jakarta,2,0071,First Aider Level 2,Staff,Female,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1459,Employee_0023,ID0023,Fuel Oil Complex I,Processing Line A,2025-07-30,2025-07-31,July,Cilacap,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1460,Employee_0391,ID0391,LOC II,Processing Line B,2025-07-30,2025-07-31,July,Palembang,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1461,Employee_0462,ID0462,LOC III,Processing Line B,2025-07-30,2025-07-31,July,Purwokerto,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1462,Employee_0669,ID0669,GTO RFCC,Processing Line C,2025-07-30,2025-07-31,July,Bandung,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1463,Employee_0676,ID0676,GTO RFCC,Processing Line C,2025-07-30,2025-07-31,July,Cilacap,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1464,Employee_0842,ID0842,Planning & Scheduling,Maintenance Strategy & Planning,2025-07-30,2025-07-31,July,Yogyakarta,2,0071,First Aider Level 2,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1465,Employee_0559,ID0559,RFCC,Processing Line C,2025-07-30,2025-07-31,July,Bandung,2,0071,First Aider Level 2,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-31,7,2025,Aktif,NULL,NULL,False
1466,Employee_0149,ID0149,Oil Movement 60 & NBM,Processing Line A,2025-07-09,2025-07-10,July,Cilacap,2,0063,Gas Tester Training,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1467,Employee_0167,ID0167,Oil Movement 60 & NBM,Processing Line A,2025-07-09,2025-07-10,July,Jakarta,2,0063,Gas Tester Training,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1468,Employee_0091,ID0091,Fuel Oil Complex II,Processing Line A,2025-07-09,2025-07-10,July,Purwokerto,2,0063,Gas Tester Training,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
