record_id;id_pekerja;training_id;jenis_pelatihan;layering;skill_group;educational_establishment;start_date;end_date;bulan;lokasi;dur;status;expire_date;month_ed;year_ed;nama_lembaga_sertifikasi;tgl_terima_sertifikat;sumber_data
ET01286;ID0990;2622;HSSE Training;Jr. Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01287;ID1156;151;Managerial;Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01288;ID1156;2703;Technical Training;Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01289;ID1156;3320;Technical Training;Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01290;ID1043;6321;HSSE Training;Jr. Staff;Maintenance Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01291;ID1313;7014;Technical Training;Staff;engineering Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01292;ID1313;6321;HSSE Training;Staff;engineering Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01293;ID1074;3418;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01294;ID1049;3327;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01295;ID1035;926;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01296;ID0778;6321;HSSE Training;Jr. Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01297;ID0765;6321;HSSE Training;Jr. Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01298;ID0797;6321;HSSE Training;Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01299;ID1252;6321;HSSE Training;Staff;engineering Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01300;ID0732;927;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01301;ID1235;6321;HSSE Training;Staff;engineering Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01302;ID0020;6321;HSSE Training;Jr. Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01303;ID0053;6321;HSSE Training;Jr. Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01304;ID0119;6321;HSSE Training;Jr. Staff;Production Group;Training;31/07/2025;01/08/2025;July;Cilacap;2;Aktif;01/08/2025;8;2025;;;SAP
ET01305;ID0393;3418;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/07/2025;31/07/2025;July;Jakarta;1;Aktif;31/07/2025;7;2025;;;SAP
ET01306;ID1391;52;HSSE Training;Staff;HSSE Group;Training;04/08/2025;06/08/2025;August;Palembang;3;Aktif;06/08/2025;8;2025;;;SAP
ET01307;ID0346;7475;Technical Training;Sr. Staff;Production Group;Training;04/08/2025;05/08/2025;August;Bandung;2;Aktif;05/08/2025;8;2025;;;SAP
ET01308;ID0300;52;HSSE Training;Sr. Staff;Production Group;Training;04/08/2025;06/08/2025;August;Palembang;3;Aktif;06/08/2025;8;2025;;;SAP
ET01309;ID0299;52;HSSE Training;Sr. Staff;Production Group;Training;04/08/2025;06/08/2025;August;Palembang;3;Aktif;06/08/2025;8;2025;;;SAP
ET01310;ID0650;7475;Technical Training;Sr. Staff;Production Group;Training;04/08/2025;05/08/2025;August;Bandung;2;Aktif;05/08/2025;8;2025;;;SAP
ET01311;ID1441;7475;Technical Training;Sr. Staff;Supporting Group;Training;04/08/2025;05/08/2025;August;Bandung;2;Aktif;05/08/2025;8;2025;;;SAP
ET01312;ID1445;7474;Technical Training;Jr. Staff;Supporting Group;Training;06/08/2025;07/08/2025;August;Bandung;2;Aktif;07/08/2025;8;2025;;;SAP
ET01313;ID0436;7474;Technical Training;Jr. Staff;Production Group;Training;06/08/2025;07/08/2025;August;Bandung;2;Aktif;07/08/2025;8;2025;;;SAP
ET01314;ID0571;7474;Technical Training;Jr. Staff;Production Group;Training;06/08/2025;07/08/2025;August;Bandung;2;Aktif;07/08/2025;8;2025;;;SAP
ET01315;ID0642;7474;Technical Training;Jr. Staff;Production Group;Training;06/08/2025;07/08/2025;August;Bandung;2;Aktif;07/08/2025;8;2025;;;SAP
ET01316;ID1391;307;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;07/08/2025;07/08/2025;August;Palembang;1;Aktif;07/08/2025;8;2025;;;SAP
ET01317;ID0300;307;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;07/08/2025;07/08/2025;August;Palembang;1;Aktif;07/08/2025;8;2025;;;SAP
ET01318;ID0299;307;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;07/08/2025;07/08/2025;August;Palembang;1;Aktif;07/08/2025;8;2025;;;SAP
ET01319;ID0305;1469;HSSE Training;Staff;Production Group;Training;11/08/2025;12/08/2025;August;Palembang;2;Aktif;12/08/2025;8;2025;;;SAP
ET01320;ID1350;1261;Technical Training;Executive;HSSE Group;Training;13/08/2025;15/08/2025;August;Jakarta;3;Aktif;15/08/2025;8;2025;;;SAP
ET01321;ID0007;1261;Technical Training;Executive;Production Group;Training;13/08/2025;15/08/2025;August;Jakarta;3;Aktif;15/08/2025;8;2025;;;SAP
ET01322;ID1373;2284;HSSE Training;Jr. Staff;HSSE Group;Training;13/08/2025;14/08/2025;August;Palembang;2;Aktif;14/08/2025;8;2025;;;SAP
ET01323;ID1391;2284;HSSE Training;Staff;HSSE Group;Training;13/08/2025;14/08/2025;August;Palembang;2;Aktif;14/08/2025;8;2025;;;SAP
ET01324;ID0305;1470;Certification;Staff;Production Group;Sertifikasi Kompetensi;13/08/2025;13/08/2025;August;Palembang;1;Aktif;13/08/2025;8;2025;;;SAP
ET01325;ID0902;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01326;ID1284;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01327;ID1343;4725;HSSE Training;Staff;Supporting Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01328;ID1323;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01329;ID0834;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01330;ID1276;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01331;ID0099;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01332;ID0266;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01333;ID0374;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01334;ID0424;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01335;ID0445;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01336;ID0467;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01337;ID0468;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01338;ID0538;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01339;ID0614;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01340;ID0423;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01341;ID0684;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01342;ID1008;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01343;ID1316;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01344;ID1165;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01345;ID0858;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01346;ID0986;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01347;ID1026;4725;HSSE Training;Staff;Maintenance Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01348;ID0731;4725;HSSE Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01349;ID1309;4725;HSSE Training;Staff;engineering Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01350;ID1415;4725;HSSE Training;Staff;Supporting Group;Training;30/06/2025;02/07/2025;June;Purwokerto;3;Aktif;02/07/2025;7;2025;;;SAP
ET01351;ID0762;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01352;ID0498;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01353;ID1092;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01354;ID0960;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01355;ID1436;4724;HSSE Training;Staff;Supporting Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01356;ID0610;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01357;ID0024;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01358;ID1087;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01359;ID0961;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01360;ID1005;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01361;ID1071;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01362;ID1016;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01363;ID1120;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01364;ID0935;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01365;ID1039;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01366;ID1435;4724;HSSE Training;Staff;Supporting Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01367;ID0895;4724;HSSE Training;Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01368;ID1302;4724;HSSE Training;Staff;engineering Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01369;ID1305;4724;HSSE Training;Staff;engineering Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01370;ID0856;4724;HSSE Training;Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01371;ID0871;4724;HSSE Training;Staff;Maintenance Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01372;ID0132;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01373;ID1386;4724;HSSE Training;Staff;HSSE Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01374;ID0275;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01375;ID0332;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01376;ID0345;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01377;ID0446;4724;HSSE Training;Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01378;ID0441;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01379;ID0491;4724;HSSE Training;Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01380;ID0556;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01381;ID0549;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01382;ID0687;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01383;ID1285;4724;HSSE Training;Staff;engineering Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01384;ID0722;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01385;ID0065;4724;HSSE Training;Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01386;ID0248;4724;HSSE Training;Jr. Staff;Production Group;Training;16/06/2025;18/06/2025;June;Purwokerto;3;Aktif;18/06/2025;6;2025;;;SAP
ET01387;ID1288;4633;HSSE Training;Sr. Staff;engineering Group;Training;07/07/2025;08/07/2025;July;Semarang;2;Aktif;08/07/2025;7;2025;;;SAP
ET01388;ID1344;4633;HSSE Training;Sr. Staff;Supporting Group;Training;07/07/2025;08/07/2025;July;Semarang;2;Aktif;08/07/2025;7;2025;;;SAP
ET01389;ID1413;4633;HSSE Training;Sr. Staff;Supporting Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01390;ID0006;4633;HSSE Training;Sr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01391;ID1251;4633;HSSE Training;Sr. Staff;engineering Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01392;ID1414;6320;HSSE Training;Staff;Supporting Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01393;ID1343;6320;HSSE Training;Staff;Supporting Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01394;ID1323;6320;HSSE Training;Staff;engineering Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01395;ID0057;6320;HSSE Training;Staff;Production Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01396;ID0099;6320;HSSE Training;Staff;Production Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01397;ID0699;6320;HSSE Training;Staff;Production Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01398;ID1008;6320;HSSE Training;Staff;Maintenance Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01399;ID1165;6320;HSSE Training;Staff;Maintenance Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01400;ID0858;6320;HSSE Training;Staff;Maintenance Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01401;ID1338;6320;HSSE Training;Staff;Maintenance Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01402;ID1208;6320;HSSE Training;Staff;engineering Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01403;ID1206;6320;HSSE Training;Staff;engineering Group;Training;03/07/2025;04/07/2025;July;Purwokerto;2;Aktif;04/07/2025;7;2025;;;SAP
ET01404;ID0086;71;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Bandung;2;Aktif;10/07/2025;7;2025;;;SAP
ET01405;ID0694;71;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Bandung;2;Aktif;10/07/2025;7;2025;;;SAP
ET01406;ID0055;71;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Bandung;2;Aktif;10/07/2025;7;2025;;;SAP
ET01407;ID0130;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01408;ID0406;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01409;ID0460;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01410;ID0584;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01411;ID0704;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01412;ID0736;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01413;ID0033;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01414;ID0649;71;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;22/07/2025;July;Bandung;2;Aktif;22/07/2025;7;2025;;;SAP
ET01415;ID1418;71;HSSE Training;Staff;Supporting Group;Training;30/07/2025;31/07/2025;July;Jakarta;2;Aktif;31/07/2025;7;2025;;;SAP
ET01416;ID0610;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01417;ID1435;71;HSSE Training;Staff;Supporting Group;Training;30/07/2025;31/07/2025;July;Jakarta;2;Aktif;31/07/2025;7;2025;;;SAP
ET01418;ID1302;71;HSSE Training;Staff;engineering Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01419;ID0023;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01420;ID0391;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01421;ID0462;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Jakarta;2;Aktif;31/07/2025;7;2025;;;SAP
ET01422;ID0669;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01423;ID0676;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01424;ID0842;71;HSSE Training;Staff;Maintenance Group;Training;30/07/2025;31/07/2025;July;Bandung;2;Aktif;31/07/2025;7;2025;;;SAP
ET01425;ID0559;71;HSSE Training;Jr. Staff;Production Group;Training;30/07/2025;31/07/2025;July;Jakarta;2;Aktif;31/07/2025;7;2025;;;SAP
ET01426;ID0149;63;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Jakarta;2;Aktif;10/07/2025;7;2025;;;SAP
ET01427;ID0167;63;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Jakarta;2;Aktif;10/07/2025;7;2025;;;SAP
ET01428;ID0091;63;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Jakarta;2;Aktif;10/07/2025;7;2025;;;SAP
ET01429;ID0653;63;HSSE Training;Jr. Staff;Production Group;Training;09/07/2025;10/07/2025;July;Jakarta;2;Aktif;10/07/2025;7;2025;;;SAP
ET01430;ID1480;3780;HSSE Training;Staff;Supporting Group;Training;14/07/2025;16/07/2025;July;Jakarta;3;Aktif;16/07/2025;7;2025;;;SAP
ET01431;ID1432;3780;HSSE Training;Staff;Supporting Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01432;ID1442;3780;HSSE Training;Staff;Supporting Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01433;ID0057;3780;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01434;ID1444;3780;HSSE Training;Staff;Supporting Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01435;ID0060;3780;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01436;ID1481;3780;HSSE Training;Staff;Supporting Group;Training;21/07/2025;23/07/2025;July;Semarang;3;Aktif;23/07/2025;7;2025;;;SAP
ET01437;ID0635;2278;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01438;ID0685;2278;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01439;ID0122;2276;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01440;ID0591;2276;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01441;ID0046;2276;HSSE Training;Jr. Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01442;ID0615;2277;HSSE Training;Staff;Production Group;Training;21/07/2025;23/07/2025;July;Jakarta;3;Aktif;23/07/2025;7;2025;;;SAP
ET01443;ID0635;2258;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/07/2025;24/07/2025;July;Jakarta;1;Aktif;24/07/2025;7;2025;;;SAP
ET01444;ID0685;2258;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/07/2025;24/07/2025;July;Jakarta;1;Aktif;24/07/2025;7;2025;;;SAP
ET01445;ID1293;313;Certification;Staff;engineering Group;Sertifikasi Kompetensi;02/07/2025;02/07/2025;July;Bandung;1;Aktif;02/07/2025;7;2025;;;SAP
ET01446;ID1331;313;Certification;Staff;engineering Group;Sertifikasi Kompetensi;02/07/2025;02/07/2025;July;Bandung;1;Aktif;02/07/2025;7;2025;;;SAP
ET01447;ID0306;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;02/07/2025;02/07/2025;July;Bandung;1;Aktif;02/07/2025;7;2025;;;SAP
ET01448;ID0670;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;02/07/2025;02/07/2025;July;Bandung;1;Aktif;02/07/2025;7;2025;;;SAP
ET01449;ID0021;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;02/07/2025;02/07/2025;July;Bandung;1;Aktif;02/07/2025;7;2025;;;SAP
ET01450;ID0086;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;11/07/2025;11/07/2025;July;Bandung;1;Aktif;11/07/2025;7;2025;;;SAP
ET01451;ID0694;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;11/07/2025;11/07/2025;July;Bandung;1;Aktif;11/07/2025;7;2025;;;SAP
ET01452;ID0055;313;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;11/07/2025;11/07/2025;July;Bandung;1;Aktif;11/07/2025;7;2025;;;SAP
